score_d,comment_d,score_a,comment_a,channel,num_segments,dataset_name,dataset_id,station_id,outlier,label,median_score_clf_[0],median_score_clf_[1],median_score_clf_[2],median_score_clf_[3],median_score_clf_[4],median_score_clf_[5],median_score_clf_[6],median_score_clf_[7]
,,,,CZ.HSKC..BH?,896,me,2,716,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,CZ.KRLC..BH?,1880,me,2,719,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,CZ.OSTC..BH?,1257,me,2,724,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,CZ.PBCC..BH?,34,me,2,725,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,CZ.PRA..BH?,1461,me,2,726,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,CZ.UPC..BH?,2126,me,2,730,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,NU.MGAN..BH?,1869,me,2,1061,False,unlabeled (Me unknown),0.787012178942,0.81951273897,0.835288809903,0.832878716832,0.827984184814,0.81596077808,0.788016239458,0.759427721761
,,,,BS.JMB..BH?,756,me,2,1096,False,unlabeled (Me unknown),0.787012178942,0.81951273897,0.835288809903,0.838508943966,0.838224095969,0.831249149389,0.819832724049,0.784096172522
,,,,AF.ANKE..BH?,427,me,2,1414,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.DODT..BH?,335,me,2,1422,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.EKNA..BH?,369,me,2,1423,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.846618211926,0.853821901074,0.852997607064,0.854208745811,0.845208662452
,,,,AF.KTWE..BH?,119,me,2,1430,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.860604313901,0.865769245964,0.877528524267
,,,,AF.KUKU..BH?,235,me,2,1431,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.LBB..BH?,148,me,2,1432,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.MBEY..BH?,243,me,2,1433,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.SHAI..BH?,77,me,2,1443,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.TEBE..BH?,710,me,2,1449,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.TEZI..BH?,113,me,2,1451,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.860604313901,0.865122910838,0.875700981557
,,,,AF.WIN..BH?,309,me,2,1453,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,AF.YNDE..BH?,145,me,2,1454,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,JP.JEW..BH?,1383,me,2,2717,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,JP.JYT..BH?,1569,me,2,2733,False,unlabeled (Me unknown),0.787012178942,0.821468604409,0.837961717434,0.851521368418,0.859085403976,0.861299187308,0.865769245964,0.877528524267
,,,,MC.AIRS..BH?,41,me,2,2860,False,unlabeled (Me unknown),0.787012178942,0.807874951855,0.791131926196,0.768040030757,0.745189800179,0.711920699231,0.704504858333,0.685587209467
,,,,MC.OLV2..BH?,808,me,2,2863,False,unlabeled (Me unknown),0.787012178942,0.804991420235,0.786092913418,0.755575755732,0.740624120612,0.70736374649,0.698219378905,0.681758579208
,,,,NU.MGAN..BH?,1069,me,2,2990,False,unlabeled (Me unknown),0.787012178942,0.81951273897,0.835288809903,0.832878716832,0.827984184814,0.81596077808,0.788016239458,0.759955650153
,,,,TA.Y22D.01.BH?,287,me,2,3494,False,unlabeled (Me unknown),0.787012178942,0.81951273897,0.835288809903,0.832077490696,0.82580624532,0.813987484206,0.785079182724,0.758900160112
,,,,HL.DION..HH?,24,s2s_2019_03,1,3633,False,ok,0.785947935817,0.814643424596,0.825560886799,0.813860530644,0.784807561637,0.752692438588,0.741206453213,0.713282688374
,,,,IU.TRQA.00.BH?,769,me,2,2687,False,unlabeled (Me unknown),0.785947935817,0.818536553242,0.835288809903,0.824107499924,0.802928350092,0.779273156771,0.746205184813,0.724375773315
