gfz2014hfjw|2014-04-13T13:25:05|-11.15|161.92|35|||||Mw|6.5|geofon|
gfz2014hfig|2014-04-13T12:36:18|-11.41|161.96|40|||||Mw|7.4|geofon|
gfz2014hebw|2014-04-12T20:14:38|-11.25|162.18|20|||||Mw|7.5|geofon|
gfz2014hbis|2014-04-11T08:16:49|-6.92|155.07|36|||||Mw|6.5|geofon|
gfz2014hbgl|2014-04-11T07:07:23|-6.61|155.02|46|||||Mw|7.0|geofon|
gfz2014gmhr|2014-04-03T02:43:18|-20.10|-70.68|39|||||Mw|7.6|geofon|
gfz2014gmge|2014-04-03T01:58:30|-20.46|-70.56|38|||||Mw|6.5|geofon|
gfz2014gkgs|2014-04-01T23:57:58|-19.91|-70.52|30|||||Mw|6.8|geofon|
gfz2014gkgf|2014-04-01T23:46:48|-19.58|-70.79|34|||||Mw|8.1|geofon|
gfz2014fgvi|2014-03-16T21:16:31|-19.82|-70.55|20|||||Mw|6.7|geofon|
gfz2014euqs|2014-03-10T05:18:15|40.91|-124.88|15|||||Mw|6.9|geofon|
gfz2014dkkw|2014-02-18T09:27:16|14.66|-59.02|16|||||Mw|6.5|geofon|
gfz2014czlp|2014-02-12T09:19:49|35.86|82.57|13|||||Mw|6.9|geofon|
gfz2013xmiu|2013-12-01T01:24:14|-7.01|128.43|12|||||Mw|6.5|geofon|
gfz2013xbtu|2013-11-25T06:27:09|-54.07|-55.11|16|||||Mw|6.9|geofon|
gfz2013wniy|2013-11-17T09:04:56|-60.45|-46.53|16|||||Mw|7.5|geofon|
gfz2013wlco|2013-11-16T03:34:31|-60.28|-47.18|10|||||Mw|6.8|geofon|
gfz2013vjjc|2013-10-31T23:04:02|-30.24|-71.45|33|||||Mw|6.5|geofon|
gfz2013uxyk|2013-10-25T17:10:17|37.17|144.67|18|||||Mw|7.1|geofon|
gfz2013uwhj|2013-10-24T19:25:10|-58.38|-12.95|12|||||Mw|6.6|geofon|
gfz2013unaw|2013-10-19T17:55:03|26.30|-110.00|16|||||Mw|6.6|geofon|
gfz2013ugzs|2013-10-16T10:31:00|-6.50|154.90|48|||||Mw|6.8|geofon|
gfz2013uejt|2013-10-15T00:12:34|9.87|124.10|19|||||Mw|7.1|geofon|
gfz2013tzwz|2013-10-12T13:11:54|35.57|23.31|25|||||Mw|6.5|geofon|
gfz2013szwv|2013-09-28T07:34:07|27.23|65.57|15|||||Mw|6.7|geofon|
gfz2013svci|2013-09-25T16:42:41|-15.80|-74.50|44|||||Mw|7.1|geofon|
gfz2013sswo|2013-09-24T11:29:47|26.96|65.49|15|||||Mw|7.7|geofon|
gfz2013rhqu|2013-09-04T02:32:30|51.63|-174.75|25|||||Mw|6.5|geofon|
gfz2013qzot|2013-08-30T16:25:02|51.58|-175.25|31|||||Mw|7.0|geofon|
gfz2013pyye|2013-08-16T02:31:11|-41.73|174.05|10|||||Mw|6.5|geofon|
gfz2013pulu|2013-08-13T15:43:15|5.78|-78.20|10|||||Mw|6.6|geofon|
gfz2013odqi|2013-07-21T05:09:32|-41.54|174.26|18|||||Mw|6.5|geofon|
gfz2013ntiy|2013-07-15T14:03:39|-60.91|-25.15|15|||||Mw|7.3|geofon|
gfz2013nffq|2013-07-07T20:30:07|-6.04|149.71|53|||||Mw|6.5|geofon|
gfz2013mhpf|2013-06-24T22:04:15|10.82|-42.57|20|||||Mw|6.5|geofon|
gfz2013lncg|2013-06-13T16:47:23|-9.99|107.26|17|||||Mw|6.7|geofon|
